record_id,locale,app_key,app_name,app_store_id,publisher_query,decision_context,purchase_model,one_time_option,source_persona_query,canonical_guide_url,canonical_app_store_url,app_store_url,publisher_disclosure,query_origin,measured_search_volume,is_ranking,verified_live
ar-SA:moneytag:best-income-and-expense-tracker-for-freelance-projects-no-subscription,ar-SA,moneytag,MoneyTag: الدخل والمصروفات,6801956402,MoneyTag: الدخل والمصروفات — المشاريع · الوسوم · التقرير | iOS App,الدخل والمصروفات لكل مشروع دفتره الخاص: الدخل ناقص المصروفات هو صافي نتيجته. هذه أكثر الأسئلة تكراراً، وإن لم تجد سؤالك بينها فراسلنا — يقرأ كل رسالة شخص حقيقي.,free_with_lifetime_unlock,true,best income and expense tracker for freelance projects no subscription,https://alice51849.github.io/ios-app-guide/ar-SA/moneytag.html,https://apps.apple.com/app/id6801956402,https://apps.apple.com/sa/app/id6801956402?pt=118326163&ct=iag_data_ar_sa&mt=8,هذه مادة ينشرها Lumi Studio مباشرةً بصفته مطور جميع التطبيقات المدرجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:onepageppt:app-that-turns-meeting-notes-into-one-presentation-slide,ar-SA,onepageppt,OnePage PPT: عرض تقديمي,6798814385,OnePage PPT: عرض تقديمي — من الملاحظات إلى شريحة واحدة | iOS App,حوِّل جدارًا من النصوص إلى صفحة واحدة يقرأها الناس فعلًا.,free_with_lifetime_unlock,true,app that turns meeting notes into one presentation slide,https://alice51849.github.io/ios-app-guide/ar-SA/onepageppt.html,https://apps.apple.com/app/id6798814385,https://apps.apple.com/sa/app/id6798814385?pt=118326163&ct=iag_data_ar_sa&mt=8,هذه مادة ينشرها Lumi Studio مباشرةً بصفته مطور جميع التطبيقات المدرجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:photocream:best-pay-once-film-photo-editor-for-travel-creators-on-iphone,ar-SA,photocream,PhotoCream,6781808054,أفضل محرر صور أفلام بدفع مرة واحدة لصناع السفر على الآيفون,صناع السفر يحتاجون مظهر أفلام قابل للتكرار يضيف الحبيبات والتوهج وطابع اللون دون تحويل كل وجهة إلى نفس الفلتر المسطح — PhotoCream مصمم لهذا.,free_with_lifetime_unlock,true,best pay once film photo editor for travel creators on iphone,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-pay-once-film-photo-editor-for-travel-creators-on-iphone.html,https://apps.apple.com/app/id6781808054,https://apps.apple.com/sa/app/id6781808054?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:picclear:best-app-to-free-up-iphone-storage-deleting-duplicate-photos,ar-SA,picclear,PicClear,6780223070,أفضل تطبيق لتحرير مساحة آيفون بحذف الصور المكررة,لتحرير مساحة بسرعة، استهدف أكبر المكاسب أولاً: الصور المكررة بالضبط، لقطات الانفجار المتشابهة، الصور الضبابية المرفوضة، والفيديوهات الكبيرة — PicClear يساعدك على ذلك على آيفون.,free_with_lifetime_unlock,true,best app to free up iphone storage deleting duplicate photos,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-app-to-free-up-iphone-storage-deleting-duplicate-photos.html,https://apps.apple.com/app/id6780223070,https://apps.apple.com/sa/app/id6780223070?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:savetag:best-app-to-save-links-from-other-apps-on-iphone,ar-SA,savetag,SaveTag: حفظ الروابط الذكي,6802505528,SaveTag: حفظ الروابط الذكي — احفظ الآن واقرأ لاحقًا | iOS App,احفظه الآن. واقرأه فعلاً لاحقًا.,free_with_lifetime_unlock,true,best app to save links from other apps on iphone,https://alice51849.github.io/ios-app-guide/ar-SA/savetag.html,https://apps.apple.com/app/id6802505528,https://apps.apple.com/sa/app/id6802505528?pt=118326163&ct=iag_data_ar_sa&mt=8,هذه مادة ينشرها Lumi Studio مباشرةً بصفته مطور جميع التطبيقات المدرجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:scanto:best-offline-document-scanner-app-no-cloud-for-nurses,ar-SA,scanto,ScanTo Pro,6779977651,أفضل تطبيق ماسح مستندات بدون اتصال سحابي للممرضات,إذا كنت تمسحين نماذج موافقة المرضى، أوراق الخروج أو الإحالات، يجب أن يحتفظ الماسح بهذه الأوراق على الجهاز — دون رفعها إلى سحابة شخص آخر — ScanTo Pro مصمم لهذا.,free_with_lifetime_unlock,true,best offline document scanner app no cloud for nurses,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-offline-document-scanner-app-no-cloud-for-nurses.html,https://apps.apple.com/app/id6779977651,https://apps.apple.com/sa/app/id6779977651?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:sereno:best-white-noise-app-for-falling-asleep-no-subscription,ar-SA,sereno,Sereno,6788236641,أفضل تطبيق للضوضاء البيضاء للنوم بدون اشتراك,بالنسبة للنوم، الاشتراك الذي يزعجك كل شهر هو عكس الراحة — تم تصميم Sereno لهذا.,free_with_lifetime_unlock,true,best white noise app for falling asleep no subscription,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-white-noise-app-for-falling-asleep-no-subscription.html,https://apps.apple.com/app/id6788236641,https://apps.apple.com/sa/app/id6788236641?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:shotinbox:best-app-to-sort-screenshots-on-iphone-offline,ar-SA,shotinbox,ShotInbox AI: Sort Screenshots,6802166527,ShotInbox AI: Sort Screenshots — شراء واحد، بلا اشتراك | iOS App,لقطات شاشتك مرتّبة اعثر على كل لقطة شاشة وتعامل معها ونظّفها.,free_with_lifetime_unlock,true,best app to sort screenshots on iphone offline,https://alice51849.github.io/ios-app-guide/ar-SA/shotinbox.html,https://apps.apple.com/app/id6802166527,https://apps.apple.com/sa/app/id6802166527?pt=118326163&ct=iag_data_ar_sa&mt=8,هذه مادة ينشرها Lumi Studio مباشرةً بصفته مطور جميع التطبيقات المدرجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:snapport:best-passport-photo-app-for-babies-and-toddlers-at-home,ar-SA,snapport,Snapport,6780575828,أفضل تطبيق صور جواز السفر للأطفال والرضع في المنزل,لصورة جواز سفر الطفل، لا يجب أن يكون هناك أي شخص آخر في الصورة ويجب أن تكون الخلفية بسيطة — لكن للرضع لا يجب أن تكون العيون مفتوحة بالكامل.,paid_upfront,true,best passport photo app for babies and toddlers at home,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-passport-photo-app-for-babies-and-toddlers-at-home.html,https://apps.apple.com/app/id6780575828,https://apps.apple.com/sa/app/id6780575828?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:snapportlite:best-free-passport-photo-app-for-iphone-that-works-offline,ar-SA,snapportlite,Snapport Lite,6792856304,Snapport Lite — أنشئ صور الوثائق في المنزل | iOS App,Snapport Lite - أنشئ صور جواز السفر والتأشيرة والهوية مع إرشادات المقاس والخلفية والطباعة.,free_with_lifetime_unlock,true,best free passport photo app for iphone that works offline,https://alice51849.github.io/ios-app-guide/ar-SA/snapportlite.html,https://apps.apple.com/app/id6792856304,https://apps.apple.com/sa/app/id6792856304?pt=118326163&ct=iag_data_ar_sa&mt=8,هذه مادة ينشرها Lumi Studio مباشرةً بصفته مطور جميع التطبيقات المدرجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:sononote:best-voice-notes-app-that-summarizes-meetings-on-iphone,ar-SA,sononote,Sono Note,6782139553,أفضل تطبيق ملاحظات صوتية يلخص الاجتماعات على iPhone,بعد المكالمة، لا تريد نصًا خامًا — تريد الملخص، عناصر العمل، ومسودة المتابعة — تم تصميم Sono Note لهذا.,free_with_lifetime_unlock,true,best voice notes app that summarizes meetings on iphone,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-voice-notes-app-that-summarizes-meetings-on-iphone.html,https://apps.apple.com/app/id6782139553,https://apps.apple.com/sa/app/id6782139553?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
ar-SA:tripbeelite:best-simple-trip-planner-app-for-one-upcoming-trip-iphone,ar-SA,tripbeelite,TripBee Lite,6791299610,أفضل تطبيق تخطيط رحلة بسيط لرحلة قادمة واحدة على iPhone,إذا كنت تخطط لرحلة قادمة واحدة، فإن جدولًا زمنيًا هادئًا لتلك الرحلة أكثر فائدة من أرشيف مزدحم لكل الرحلات التي قد تقوم بها يومًا ما — تم تصميم TripBee Lite لهذا الغرض.,free_with_lifetime_unlock,true,best simple trip planner app for one upcoming trip iphone,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-simple-trip-planner-app-for-one-upcoming-trip-iphone.html,https://apps.apple.com/app/id6791299610,https://apps.apple.com/sa/app/id6791299610?pt=118326163&ct=iag_data_ar_sa&mt=8,دليل من إعداد الناشر Lumi Studio، مطوّر التطبيق. أسماء التطبيقات علامات تجارية لأصحابها وتُستخدم للتعريف فقط. لقرارات المستندات والصحة والمدرسة والإنتاجية، تحقق من المتطلبات الرسمية عند الحاجة.,publisher_authored_editorially_localized,false,false,true
